start,end,low,high,open,close,volume,VWAP
2024-11-14T08:11:55.530000-05:00,2024-11-15T00:00:00.000000-05:00,145.55,149.0,147.64,146.76,194463301,147.392167
2024-11-15T00:00:00.000000-05:00,2024-11-16T00:00:00.000000-05:00,140.08,145.24,144.87,141.98,250132869,142.296392
2024-11-18T00:00:00.000000-05:00,2024-11-19T00:00:00.000000-05:00,137.15,141.55,139.5,140.15,221865993,139.683243
2024-11-19T00:00:00.000000-05:00,2024-11-20T00:00:00.000000-05:00,140.99,147.13,141.32,147.01,227834912,144.719906
2024-11-20T00:00:00.000000-05:00,2024-11-21T00:00:00.000000-05:00,142.73,147.56,147.41,145.89,309871544,144.949778
2024-11-21T00:00:00.000000-05:00,2024-11-22T00:00:00.000000-05:00,140.7,152.89,149.35,146.67,400946570,145.952967
2024-11-22T00:00:00.000000-05:00,2024-11-23T00:00:00.000000-05:00,141.1,147.16,145.93,141.95,236406154,142.854829
2024-11-25T00:00:00.000000-05:00,2024-11-26T00:00:00.000000-05:00,135.82,142.05,141.99,136.02,344941875,137.269069
2024-11-26T00:00:00.000000-05:00,2024-11-27T00:00:00.000000-05:00,135.67,139.3,137.7,136.92,190287654,137.014178
2024-11-27T00:00:00.000000-05:00,2024-11-28T00:00:00.000000-05:00,131.8,137.22,135.01,135.34,226370912,133.695876
2024-11-29T00:00:00.000000-05:00,2024-11-30T00:00:00.000000-05:00,136.05,139.35,136.78,138.25,141863156,138.3053
2024-12-02T00:00:00.000000-05:00,2024-12-03T00:00:00.000000-05:00,137.825,140.45,138.83,138.63,171682752,138.982186
2024-12-03T00:00:00.000000-05:00,2024-12-04T00:00:00.000000-05:00,137.95,140.54,138.26,140.26,164413965,139.407477
2024-12-04T00:00:00.000000-05:00,2024-12-05T00:00:00.000000-05:00,140.29,145.79,141.995,145.14,231224295,143.703854
2024-12-05T00:00:00.000000-05:00,2024-12-06T00:00:00.000000-05:00,143.95,146.54,145.11,145.06,172621180,145.235329
2024-12-06T00:00:00.000000-05:00,2024-12-07T00:00:00.000000-05:00,141.31,145.7,144.6,142.44,188505573,143.037746
2024-12-09T00:00:00.000000-05:00,2024-12-10T00:00:00.000000-05:00,137.13,139.95,138.97,138.81,189308625,138.671017
2024-12-10T00:00:00.000000-05:00,2024-12-11T00:00:00.000000-05:00,133.79,141.82,139.01,135.07,210020888,137.065228
2024-12-11T00:00:00.000000-05:00,2024-12-12T00:00:00.000000-05:00,135.21,140.17,137.36,139.31,184905192,138.214202
2024-12-12T00:00:00.000000-05:00,2024-12-13T00:00:00.000000-05:00,135.8,138.44,137.08,137.34,159211393,137.175549
