start,end,low,high,open,close,volume,VWAP
2024-11-14T08:17:42.684000-05:00,2024-11-15T00:00:00.000000-05:00,310.37,329.98,327.69,311.18,120726109,317.507309
2024-11-15T00:00:00.000000-05:00,2024-11-16T00:00:00.000000-05:00,309.22,324.6799,310.57,320.72,114440286,318.359075
2024-11-18T00:00:00.000000-05:00,2024-11-19T00:00:00.000000-05:00,330.01,348.5499,340.73,338.74,126547455,340.420976
2024-11-19T00:00:00.000000-05:00,2024-11-20T00:00:00.000000-05:00,332.75,347.3799,335.76,346.0,88852376,342.870255
2024-11-20T00:00:00.000000-05:00,2024-11-21T00:00:00.000000-05:00,334.3,346.5999,345.0,342.03,66340650,339.645847
2024-11-21T00:00:00.000000-05:00,2024-11-22T00:00:00.000000-05:00,335.28,347.9899,343.81,339.64,58011719,341.891085
2024-11-22T00:00:00.000000-05:00,2024-11-23T00:00:00.000000-05:00,337.7,361.53,341.085,352.56,89140722,350.212315
2024-11-25T00:00:00.000000-05:00,2024-11-26T00:00:00.000000-05:00,338.2,361.93,360.14,338.59,95890899,349.251414
2024-11-26T00:00:00.000000-05:00,2024-11-27T00:00:00.000000-05:00,335.66,346.96,341.0,338.23,62295857,341.484849
2024-11-27T00:00:00.000000-05:00,2024-11-28T00:00:00.000000-05:00,326.59,342.55,341.8,332.89,57896439,333.076634
2024-11-29T00:00:00.000000-05:00,2024-11-30T00:00:00.000000-05:00,334.6501,345.45,336.08,345.16,37167621,340.317714
2024-12-02T00:00:00.000000-05:00,2024-12-03T00:00:00.000000-05:00,351.1501,360.0,352.38,357.09,77986478,355.988177
2024-12-03T00:00:00.000000-05:00,2024-12-04T00:00:00.000000-05:00,348.2,355.69,351.8,351.42,58267196,350.981356
2024-12-04T00:00:00.000000-05:00,2024-12-05T00:00:00.000000-05:00,348.6,358.1,353.0,357.93,50810874,353.010107
2024-12-05T00:00:00.000000-05:00,2024-12-06T00:00:00.000000-05:00,359.5,375.43,359.87,369.49,81403569,370.29647
2024-12-06T00:00:00.000000-05:00,2024-12-07T00:00:00.000000-05:00,370.8,389.49,377.42,389.22,81455834,378.482737
2024-12-09T00:00:00.000000-05:00,2024-12-10T00:00:00.000000-05:00,378.01,404.8,397.61,389.79,96359173,388.887174
2024-12-10T00:00:00.000000-05:00,2024-12-11T00:00:00.000000-05:00,390.85,409.73,392.68,400.99,97563578,403.379719
2024-12-11T00:00:00.000000-05:00,2024-12-12T00:00:00.000000-05:00,402.38,424.88,409.7,424.77,104287559,414.841105
2024-12-12T00:00:00.000000-05:00,2024-12-13T00:00:00.000000-05:00,415.0,429.3,424.84,418.1,87752225,421.694049
2024-12-13T00:00:00.000000-05:00,2024-12-14T00:00:00.000000-05:00,415.71,436.3,420.0,436.23,89000158,428.344667
2024-12-16T00:00:00.000000-05:00,2024-12-17T00:00:00.000000-05:00,436.15,463.19,441.09,463.02,114083811,453.089978
2024-12-17T00:00:00.000000-05:00,2024-12-18T00:00:00.000000-05:00,457.5101,483.99,475.9,479.86,131222978,473.778003
2024-12-18T00:00:00.000000-05:00,2024-12-19T00:00:00.000000-05:00,427.01,488.5399,466.495,440.13,149340788,462.407295
2024-12-19T00:00:00.000000-05:00,2024-12-20T00:00:00.000000-05:00,420.02,456.36,451.88,436.17,118566146,437.746304
2024-12-20T00:00:00.000000-05:00,2024-12-21T00:00:00.000000-05:00,417.64,447.08,425.505,421.06,132216176,431.731543
2024-12-23T00:00:00.000000-05:00,2024-12-24T00:00:00.000000-05:00,415.4112,434.51,431.0,430.6,72698055,428.679268
2024-12-24T00:00:00.000000-05:00,2024-12-25T00:00:00.000000-05:00,435.14,462.78,435.9,462.28,59551750,451.661578
2024-12-26T00:00:00.000000-05:00,2024-12-27T00:00:00.000000-05:00,451.02,465.3299,465.16,454.13,76651210,456.506871
2024-12-27T00:00:00.000000-05:00,2024-12-28T00:00:00.000000-05:00,426.5,450.0,449.52,431.66,82666821,434.549781
2024-12-30T00:00:00.000000-05:00,2024-12-31T00:00:00.000000-05:00,415.75,427.0,419.4,417.41,64941012,420.762779
2024-12-31T00:00:00.000000-05:00,2025-01-01T00:00:00.000000-05:00,402.54,427.93,423.79,403.84,76825121,413.073319
2025-01-02T00:00:00.000000-05:00,2025-01-03T00:00:00.000000-05:00,373.04,392.7299,390.1,379.28,109710749,380.934877
2025-01-03T00:00:00.000000-05:00,2025-01-04T00:00:00.000000-05:00,379.45,411.8799,381.48,410.44,95423329,397.363729
2025-01-06T00:00:00.000000-05:00,2025-01-07T00:00:00.000000-05:00,401.7,426.43,423.2,411.05,85516534,411.922568
2025-01-07T00:00:00.000000-05:00,2025-01-08T00:00:00.000000-05:00,390.0,414.33,405.83,394.36,75699525,397.550805
2025-01-08T00:00:00.000000-05:00,2025-01-09T00:00:00.000000-05:00,387.4,402.4999,392.95,394.94,73038805,395.50263
2025-01-10T00:00:00.000000-05:00,2025-01-11T00:00:00.000000-05:00,377.29,399.28,391.4,394.74,62287333,392.522492
2025-01-13T00:00:00.000000-05:00,2025-01-14T00:00:00.000000-05:00,380.07,403.79,383.21,403.31,67580494,392.322777
2025-01-14T00:00:00.000000-05:00,2025-01-15T00:00:00.000000-05:00,394.54,422.64,414.34,396.36,84565016,408.306783
2025-01-15T00:00:00.000000-05:00,2025-01-16T00:00:00.000000-05:00,405.661,429.8,409.9,428.22,81375410,419.672585
2025-01-16T00:00:00.000000-05:00,2025-01-17T00:00:00.000000-05:00,409.13,424.0,423.49,413.82,68335151,414.69105
2025-01-17T00:00:00.000000-05:00,2025-01-18T00:00:00.000000-05:00,419.75,439.74,421.5,426.5,94991429,431.148433
2025-01-21T00:00:00.000000-05:00,2025-01-22T00:00:00.000000-05:00,406.31,433.2,432.64,424.07,87320894,416.693708
2025-01-22T00:00:00.000000-05:00,2025-01-23T00:00:00.000000-05:00,414.59,428.0,416.81,415.11,60963342,419.941157
2025-01-23T00:00:00.000000-05:00,2025-01-24T00:00:00.000000-05:00,408.95,420.73,416.06,412.38,50690592,412.952108
2025-01-24T00:00:00.000000-05:00,2025-01-25T00:00:00.000000-05:00,405.78,418.88,414.45,406.58,56427149,411.797212
2025-01-27T00:00:00.000000-05:00,2025-01-28T00:00:00.000000-05:00,389.0,406.69,394.8,397.15,58125510,398.059224
2025-01-28T00:00:00.000000-05:00,2025-01-29T00:00:00.000000-05:00,386.5,400.59,396.91,398.09,48910676,393.759904
2025-01-29T00:00:00.000000-05:00,2025-01-30T00:00:00.000000-05:00,384.48,398.5899,395.21,389.1,68033647,390.222592
2025-01-30T00:00:00.000000-05:00,2025-01-31T00:00:00.000000-05:00,384.41,412.5,410.78,399.85,98092829,398.861503
2025-01-31T00:00:00.000000-05:00,2025-02-01T00:00:00.000000-05:00,401.34,419.99,401.53,404.6,83568219,411.557565
2025-02-03T00:00:00.000000-05:00,2025-02-04T00:00:00.000000-05:00,374.36,389.17,386.68,383.68,93732122,382.794238
2025-02-04T00:00:00.000000-05:00,2025-02-05T00:00:00.000000-05:00,381.4,394.0,382.63,392.21,57072235,387.03418
2025-02-05T00:00:00.000000-05:00,2025-02-06T00:00:00.000000-05:00,375.53,388.39,387.51,378.17,57614721,381.301469
2025-02-06T00:00:00.000000-05:00,2025-02-07T00:00:00.000000-05:00,363.18,375.4,373.03,374.32,77918230,368.749589
2025-02-07T00:00:00.000000-05:00,2025-02-08T00:00:00.000000-05:00,360.34,380.5459,370.19,361.62,70298257,368.726394
2025-02-10T00:00:00.000000-05:00,2025-02-11T00:00:00.000000-05:00,350.51,362.7,356.21,350.73,77514903,356.573104
2025-02-11T00:00:00.000000-05:00,2025-02-12T00:00:00.000000-05:00,325.1,349.37,345.8,328.5,118543400,335.211705
2025-02-12T00:00:00.000000-05:00,2025-02-13T00:00:00.000000-05:00,329.12,346.4,329.94,336.51,105382729,339.519571
2025-02-13T00:00:00.000000-05:00,2025-02-14T00:00:00.000000-05:00,342.85,358.69,345.0,356.37,89441519,352.240695
2025-02-14T00:00:00.000000-05:00,2025-02-15T00:00:00.000000-05:00,347.5,362.0,360.62,355.84,68277279,353.257742
2025-02-18T00:00:00.000000-05:00,2025-02-19T00:00:00.000000-05:00,350.02,359.1,355.01,354.11,51631692,354.488195
2025-02-19T00:00:00.000000-05:00,2025-02-20T00:00:00.000000-05:00,353.67,367.34,354.0,360.56,67094374,361.865379
2025-02-20T00:00:00.000000-05:00,2025-02-21T00:00:00.000000-05:00,348.0,362.3,361.51,354.4,45965354,353.361752
2025-02-21T00:00:00.000000-05:00,2025-02-22T00:00:00.000000-05:00,334.42,354.98,353.44,337.8,74058648,342.123741
2025-02-24T00:00:00.000000-05:00,2025-02-25T00:00:00.000000-05:00,324.7,342.3973,338.14,330.53,76052321,333.272252
2025-02-25T00:00:00.000000-05:00,2025-02-26T00:00:00.000000-05:00,297.2512,328.89,327.025,302.8,134228777,305.846429
2025-02-26T00:00:00.000000-05:00,2025-02-27T00:00:00.000000-05:00,288.04,309.0,303.715,290.8,100118276,296.977518
2025-02-27T00:00:00.000000-05:00,2025-02-28T00:00:00.000000-05:00,280.88,297.23,291.16,281.95,101748197,287.313071
2025-02-28T00:00:00.000000-05:00,2025-03-01T00:00:00.000000-05:00,273.6,293.88,279.5,292.98,115696968,287.217575
2025-03-03T00:00:00.000000-05:00,2025-03-04T00:00:00.000000-05:00,277.3,303.94,300.34,284.65,115551394,292.124589
2025-03-04T00:00:00.000000-05:00,2025-03-05T00:00:00.000000-05:00,261.8401,284.35,270.93,272.04,126706623,271.463296
2025-03-05T00:00:00.000000-05:00,2025-03-06T00:00:00.000000-05:00,267.71,279.55,272.92,279.1,94042913,273.805321
2025-03-06T00:00:00.000000-05:00,2025-03-07T00:00:00.000000-05:00,260.02,272.65,272.06,263.45,98451566,265.320576
2025-03-07T00:00:00.000000-05:00,2025-03-08T00:00:00.000000-05:00,250.73,266.2499,259.32,262.67,102369640,259.834778
2025-03-10T00:00:00.000000-04:00,2025-03-11T00:00:00.000000-04:00,220.0,253.37,252.535,222.15,189076948,232.286707
2025-03-11T00:00:00.000000-04:00,2025-03-12T00:00:00.000000-04:00,217.02,237.0649,225.305,230.58,174896415,229.318629
2025-03-12T00:00:00.000000-04:00,2025-03-13T00:00:00.000000-04:00,241.1,251.84,247.22,248.09,142215671,247.460884
2025-03-13T00:00:00.000000-04:00,2025-03-14T00:00:00.000000-04:00,232.6,248.29,248.125,240.68,114813525,238.627772
2025-03-14T00:00:00.000000-04:00,2025-03-15T00:00:00.000000-04:00,240.73,251.58,247.31,249.98,100242264,247.21131
2025-03-17T00:00:00.000000-04:00,2025-03-18T00:00:00.000000-04:00,232.8,245.4,245.055,238.01,111900565,238.129687
2025-03-18T00:00:00.000000-04:00,2025-03-19T00:00:00.000000-04:00,222.28,230.1,228.155,225.31,111477636,225.929587
2025-03-19T00:00:00.000000-04:00,2025-03-20T00:00:00.000000-04:00,229.201,241.41,231.61,235.86,111993753,234.492352
2025-03-20T00:00:00.000000-04:00,2025-03-21T00:00:00.000000-04:00,230.0501,238.0,233.345,236.26,99028270,234.32471
2025-03-21T00:00:00.000000-04:00,2025-03-22T00:00:00.000000-04:00,234.55,249.52,234.985,248.71,132728684,243.561199
2025-03-24T00:00:00.000000-04:00,2025-03-25T00:00:00.000000-04:00,256.33,278.64,258.075,278.39,169079865,271.809444
2025-03-25T00:00:00.000000-04:00,2025-03-26T00:00:00.000000-04:00,271.28,288.2,283.6,288.14,150361538,279.24271
2025-03-26T00:00:00.000000-04:00,2025-03-27T00:00:00.000000-04:00,266.51,284.9,282.66,272.06,156254441,274.397589
