start,end,low,high,open,close,volume,VWAP
2024-11-14T08:11:57.269000-05:00,2024-11-15T00:00:00.000000-05:00,830.02,840.9997,833.67,837.26,3038231,836.920205
2024-11-15T00:00:00.000000-05:00,2024-11-16T00:00:00.000000-05:00,816.49,832.04,832.04,823.96,3673720,822.862473
2024-11-18T00:00:00.000000-05:00,2024-11-19T00:00:00.000000-05:00,809.3301,848.45,815.5,847.05,4084081,835.889443
2024-11-19T00:00:00.000000-05:00,2024-11-20T00:00:00.000000-05:00,839.16,874.49,839.75,871.32,3814227,863.655663
2024-11-20T00:00:00.000000-05:00,2024-11-21T00:00:00.000000-05:00,868.4,890.6,879.98,883.85,4093843,880.145196
2024-11-21T00:00:00.000000-05:00,2024-11-22T00:00:00.000000-05:00,877.24,908.0,883.93,897.48,4511263,894.811546
2024-11-22T00:00:00.000000-05:00,2024-11-23T00:00:00.000000-05:00,893.0,906.0,896.0,897.79,3214020,899.416225
2024-11-25T00:00:00.000000-05:00,2024-11-26T00:00:00.000000-05:00,864.22,902.05,902.05,865.59,6014203,871.615149
2024-11-26T00:00:00.000000-05:00,2024-11-27T00:00:00.000000-05:00,867.2501,886.36,867.49,872.6,3138259,876.725017
2024-11-27T00:00:00.000000-05:00,2024-11-28T00:00:00.000000-05:00,858.91,880.95,872.06,877.34,2578222,872.519718
2024-11-29T00:00:00.000000-05:00,2024-11-30T00:00:00.000000-05:00,876.68,892.41,882.17,886.81,2027237,887.384386
2024-12-02T00:00:00.000000-05:00,2024-12-03T00:00:00.000000-05:00,884.12,902.34,887.51,897.74,2388966,896.957297
2024-12-03T00:00:00.000000-05:00,2024-12-04T00:00:00.000000-05:00,888.025,902.69,894.36,902.17,2401634,898.645508
2024-12-04T00:00:00.000000-05:00,2024-12-05T00:00:00.000000-05:00,898.05,915.9699,898.05,911.06,2689629,910.777491
2024-12-05T00:00:00.000000-05:00,2024-12-06T00:00:00.000000-05:00,911.1075,927.0,917.85,917.87,2835307,919.733444
2024-12-06T00:00:00.000000-05:00,2024-12-07T00:00:00.000000-05:00,912.71,935.27,915.23,934.74,2955383,928.56154
2024-12-09T00:00:00.000000-05:00,2024-12-10T00:00:00.000000-05:00,902.59,930.2999,928.0,913.69,3350082,914.342283
2024-12-10T00:00:00.000000-05:00,2024-12-11T00:00:00.000000-05:00,909.58,922.88,913.76,913.35,2388575,915.614106
2024-12-11T00:00:00.000000-05:00,2024-12-12T00:00:00.000000-05:00,923.08,941.75,924.71,936.56,3501691,936.143249
2024-12-12T00:00:00.000000-05:00,2024-12-13T00:00:00.000000-05:00,922.6,934.0886,933.35,925.55,2486197,927.278503
2024-12-13T00:00:00.000000-05:00,2024-12-14T00:00:00.000000-05:00,909.61,925.55,916.81,918.87,2485829,918.191742
