Date,0
2023-01-23,33333.333333333336
2023-01-24,33333.333333333336
2023-01-25,33333.333333333336
2023-01-26,33333.333333333336
2023-01-27,33333.333333333336
2023-01-30,33333.333333333336
2023-01-31,33333.333333333336
2023-02-01,33333.333333333336
2023-02-02,33333.333333333336
2023-02-03,33333.333333333336
2023-02-06,33333.333333333336
2023-02-07,33333.333333333336
2023-02-08,33333.333333333336
2023-02-09,33333.333333333336
2023-02-10,33333.333333333336
2023-02-13,33333.333333333336
2023-02-14,33333.333333333336
2023-02-15,33333.333333333336
2023-02-16,33333.333333333336
2023-02-17,33333.333333333336
2023-02-21,33333.333333333336
2023-02-22,33333.333333333336
2023-02-23,33333.333333333336
2023-02-24,33333.333333333336
2023-02-27,33333.333333333336
2023-02-28,33333.333333333336
2023-03-01,33333.333333333336
2023-03-02,33333.333333333336
2023-03-03,33333.333333333336
2023-03-06,33333.333333333336
2023-03-07,33333.333333333336
2023-03-08,33333.333333333336
2023-03-09,33333.333333333336
2023-03-10,33333.333333333336
2023-03-13,33333.333333333336
2023-03-14,33333.333333333336
2023-03-15,33333.333333333336
2023-03-16,33333.333333333336
2023-03-17,33333.333333333336
2023-03-20,33333.333333333336
2023-03-21,33333.333333333336
2023-03-22,33333.333333333336
2023-03-23,33333.333333333336
2023-03-24,33333.333333333336
2023-03-27,33333.333333333336
2023-03-28,33333.333333333336
2023-03-29,33333.333333333336
2023-03-30,33333.333333333336
2023-03-31,33333.333333333336
2023-04-03,33333.333333333336
2023-04-04,33333.333333333336
2023-04-05,33333.333333333336
2023-04-06,33333.333333333336
2023-04-10,33333.333333333336
2023-04-11,33333.333333333336
2023-04-12,33333.333333333336
2023-04-13,33333.333333333336
2023-04-14,33333.333333333336
2023-04-17,33333.333333333336
2023-04-18,33333.333333333336
2023-04-19,33333.333333333336
2023-04-20,33333.333333333336
2023-04-21,33333.333333333336
2023-04-24,33333.333333333336
2023-04-25,33333.333333333336
2023-04-26,33333.333333333336
2023-04-27,33333.333333333336
2023-04-28,33333.333333333336
2023-05-01,33333.333333333336
2023-05-02,33333.333333333336
2023-05-03,33333.333333333336
2023-05-04,33333.333333333336
2023-05-05,33333.333333333336
2023-05-08,33333.333333333336
2023-05-09,33333.333333333336
2023-05-10,33333.333333333336
2023-05-11,33333.333333333336
2023-05-12,33333.333333333336
2023-05-15,33333.333333333336
2023-05-16,33333.333333333336
2023-05-17,33333.333333333336
2023-05-18,33333.333333333336
2023-05-19,33333.333333333336
2023-05-22,33333.333333333336
2023-05-23,33333.333333333336
2023-05-24,33333.333333333336
2023-05-25,33333.333333333336
2023-05-26,33333.333333333336
2023-05-30,33333.333333333336
2023-05-31,33333.333333333336
2023-06-01,33333.333333333336
2023-06-02,33333.333333333336
2023-06-05,33333.333333333336
2023-06-06,33333.333333333336
2023-06-07,33333.333333333336
2023-06-08,33333.333333333336
2023-06-09,33333.333333333336
2023-06-12,33333.333333333336
2023-06-13,33333.333333333336
2023-06-14,33333.333333333336
2023-06-15,33333.333333333336
2023-06-16,33333.333333333336
2023-06-20,33333.333333333336
2023-06-21,33333.333333333336
