symbol,breakout_window,atr_factor,total_return,sharpe_ratio
TSLA,10,1.0,0.0,0
TSLA,10,1.5,0.0,0
TSLA,10,2.0,0.0,0
TSLA,20,1.0,0.0,0
TSLA,20,1.5,0.0,0
TSLA,20,2.0,0.0,0
TSLA,30,1.0,0.0,0
TSLA,30,1.5,0.0,0
TSLA,30,2.0,0.0,0
