timestamp,symbol,price,strategy
2025-05-06T22:11:42.458317,AAPL,201.15,Breakout
2025-05-06T22:11:43.111251,TSLA,278.82,Breakout
2025-05-06T22:11:43.776104,MSFT,436,Breakout
2025-05-06T22:24:58.731925,AAPL,201.15,Breakout
2025-05-06T22:24:59.390651,TSLA,278.82,Breakout
2025-05-06T22:25:00.054978,MSFT,436,Breakout
2025-05-07T10:02:58.943515,AAPL,198.05,Breakout
2025-05-07T10:02:59.628681,TSLA,275.44,Breakout
2025-05-07T10:03:00.280398,MSFT,434.38,Breakout
2025-05-07T10:03:45.847649,AAPL,198.0401,Breakout
2025-05-07T10:03:46.512110,TSLA,275.3978,Breakout
2025-05-07T10:03:47.167040,MSFT,434.515,Breakout
2025-05-07T10:09:03.149401,AAPL,198.795,Breakout
2025-05-07T10:09:03.822345,TSLA,275.52,Breakout
2025-05-07T10:09:04.474505,MSFT,434.6153,Breakout
2025-05-07T10:09:11.760302,AAPL,198.7631,Breakout
2025-05-07T10:09:12.459150,TSLA,275.55,Breakout
2025-05-07T10:09:13.123276,MSFT,434.61,Breakout
2025-05-07T10:09:23.518253,AAPL,198.76,Breakout
2025-05-07T10:09:24.179745,TSLA,275.745,Breakout
2025-05-07T10:09:24.847640,MSFT,434.48,Breakout
2025-05-07T10:11:45.318479,AAPL,198.905,Breakout
2025-05-07T10:11:46.011118,TSLA,275.055,Breakout
2025-05-07T10:11:46.656640,MSFT,434.8,Breakout
2025-05-07T10:39:58.134346,AAPL,199.01,MA Crossover
2025-05-07T10:39:58.795321,TSLA,276.87,Breakout
2025-05-07T10:39:59.472544,MSFT,434.75,Breakout
2025-05-07T10:49:45.662423,AAPL,198.83,Breakout
2025-05-07T10:49:46.331120,TSLA,275.69,Breakout
2025-05-07T10:49:47.008254,MSFT,433,Breakout
2025-05-07T11:04:20.880780,AAPL,196.8455,Breakout
2025-05-07T11:04:21.635003,TSLA,273.5,Breakout
2025-05-07T15:44:10.796040,AAPL,196.787,Breakout
2025-05-07T15:44:11.478834,TSLA,276.57,Breakout
2025-05-07T15:44:12.185961,MSFT,437.26,Breakout
2025-05-08T12:47:10.991336,MSFT,442.87,Breakout
2025-05-08T12:47:21.203535,MSFT,442.85,Breakout
2025-05-08T12:47:42.188203,MSFT,442.82,Breakout
2025-05-08T12:47:45.599902,MSFT,442.86,Breakout
2025-05-08T12:47:48.535835,MSFT,442.83,Breakout
2025-05-08T12:47:53.970051,MSFT,442.82,Breakout
2025-05-08T12:47:55.735198,MSFT,442.83,Breakout
2025-05-08T12:48:13.916659,MSFT,442.92,Breakout
2025-05-08T12:49:17.741220,MSFT,443.1,Breakout
2025-05-08T12:50:21.678475,MSFT,442.89,Breakout
2025-05-08T12:51:25.695270,MSFT,443.19,Breakout
2025-05-08T12:52:29.543807,MSFT,443.155,Breakout
2025-05-08T12:53:14.128464,MSFT,443.035,Breakout
2025-05-08T12:53:22.791732,MSFT,443.08,Breakout
2025-05-08T12:54:18.166010,MSFT,443.19,Breakout
2025-05-08T12:55:18.712260,MSFT,442.965,Breakout
2025-05-08T12:55:22.358047,MSFT,443.02,Breakout
2025-05-08T12:56:26.181210,MSFT,442.99,Breakout
2025-05-08T12:56:55.394799,MSFT,443.04,Breakout
2025-05-08T12:57:21.999757,MSFT,443.0876,Breakout
2025-05-08T12:57:39.436626,MSFT,443.09,Breakout
2025-05-08T12:57:41.467595,MSFT,443.0552,Breakout
2025-05-08T12:57:47.577514,AAPL,199.7893,Breakout
2025-05-08T12:57:48.245716,TSLA,287.89,Breakout
2025-05-08T12:57:48.949482,MSFT,443.02,Breakout
2025-05-08T12:57:56.112750,MSFT,442.9901,Breakout
2025-05-08T12:58:15.674574,MSFT,443.0106,Breakout
2025-05-08T12:58:41.015634,MSFT,443.12,Breakout
2025-05-08T12:58:56.200613,MSFT,443,Breakout
2025-05-08T12:59:13.040378,MSFT,443.05,Breakout
2025-05-08T12:59:14.893361,MSFT,443.05,Breakout
2025-05-08T12:59:18.442497,MSFT,443.03,Breakout
2025-05-08T13:00:42.106763,MSFT,443.085,Breakout
2025-05-08T13:01:44.565107,MSFT,442.825,Breakout
2025-05-08T13:02:47.126057,MSFT,442.76,Breakout
2025-05-08T13:03:47.831872,MSFT,442.8,Breakout
2025-05-08T13:03:49.748336,MSFT,442.8,Breakout
2025-05-08T13:04:52.298495,MSFT,442.56,Breakout
2025-05-08T13:05:54.843995,MSFT,442.56,Breakout
2025-05-08T13:39:58.726453,MSFT,443.07,Breakout
2025-05-08T13:41:01.454857,MSFT,442.92,Breakout
2025-05-08T13:42:04.050321,MSFT,442.7893,Breakout
2025-05-08T13:43:07.844396,MSFT,442.71,Breakout
2025-05-08T13:43:55.045238,MSFT,442.65,Breakout
2025-05-08T13:44:09.573779,MSFT,442.63,Breakout
2025-05-08T13:44:57.712249,MSFT,442.7,Breakout
2025-05-08T13:45:10.850102,MSFT,442.7379,Breakout
2025-05-08T13:46:01.637176,MSFT,442.59,Breakout
2025-05-08T13:47:05.728606,MSFT,442.2602,Breakout
2025-05-08T13:48:09.339340,MSFT,442.46,Breakout
2025-05-08T13:49:13.164455,MSFT,442.3899,Breakout
2025-05-08T13:49:43.117961,MSFT,442.3204,Breakout
2025-05-08T13:50:16.080214,MSFT,442.25,Breakout
2025-05-08T13:50:34.783580,MSFT,442.0847,Breakout
